MAG	taxa	completeness	contamination
130.Insectomime.virus.proteins	INT_402	93.0909090909091	8.363636363636363
049.Brazilian.marseillevirus.proteins	INT_402	95.63636363636364	6.545454545454546
127.Kurlavirus.proteins	INT_402	95.63636363636364	6.545454545454546
128.Noumeavirus.proteins	INT_402	96.0	7.636363636363637
129.Port-miou.virus.proteins	INT_402	97.45454545454545	4.7272727272727275
050.Lausannevirus.proteins	INT_402	95.27272727272727	5.454545454545454
048.Golden.Marseillevirus.proteins	INT_402	79.27272727272727	14.909090909090908
052.Tokyovirus.A1.proteins	INT_402	95.63636363636364	5.454545454545454
054.Melbournevirus.proteins	INT_402	97.45454545454545	2.909090909090909
125.Cannes.8.virus.proteins	INT_402	98.18181818181819	3.272727272727273
126.Marseillevirus.Shangai.isolate.1.proteins	INT_402	98.9090909090909	2.909090909090909
053.Marseillevirus.marseillevirus.strain.T19.proteins	INT_402	97.81818181818181	3.6363636363636362
UUJ170818.matabat2bin.245.proteins	INT_402	25.09090909090909	1.8181818181818181
UUJ180827.matabat2bin.429.proteins	INT_402	23.636363636363637	1.0909090909090908
UUJ170620.matabat2bin.473.proteins	INT_402	22.181818181818183	0.7272727272727273
UUJ180629.matabat2bin.36.proteins	INT_222	NA	NA
UUJ171113.matabat2bin.236.proteins	INT_222	NA	NA
UUJ180510.matabat2bin.332.proteins	INT_572	90.9090909090909	7.575757575757576
UUJ171113.matabat2bin.122.proteins	INT_572	93.93939393939394	12.121212121212121
UUJ180313.matabat2bin.34.decontaminated.proteins	INT_572	93.93939393939394	18.181818181818183
UUJ170105.matabat2bin.355.proteins	INT_572	89.39393939393939	12.121212121212121
UUJ180622.matabat2bin.335.decontaminated.proteins	INT_572	65.15151515151516	3.0303030303030303
UUJ180802.matabat2bin.444.proteins	INT_572	65.15151515151516	4.545454545454546
UUJ180313.matabat2bin.81.proteins	INT_572	74.24242424242425	6.0606060606060606
UUJ180622.matabat2bin.281.proteins	UUJ180622.matabat2bin.281.proteins	NA	NA
UUJ171113.matabat2bin.315.decontaminated.proteins	INT_1708	87.28323699421965	6.358381502890174
UUJ180313.matabat2bin.10.proteins	INT_1708	92.77456647398844	8.38150289017341
UUJ170927.matabat2bin.47.proteins	INT_1708	77.74566473988439	6.936416184971098
UUJ180622.matabat2bin.44.proteins	INT_165	96.08938547486034	5.58659217877095
UUJ170927.matabat2bin.41.proteins	INT_165	76.53631284916202	2.793296089385475
UUJ180219.matabat2bin.100.proteins	INT_165	86.59217877094972	3.35195530726257
UUJ180725.matabat2bin.12.proteins	INT_165	87.15083798882682	7.82122905027933
UUJ170623.matabat2bin.328.proteins	INT_165	75.97765363128492	3.35195530726257
UUJ180725.matabat2bin.150.proteins	INT_165	91.06145251396649	10.614525139664805
UUJ170523.matabat2bin.155.decontaminated.proteins	INT_165	83.79888268156425	8.938547486033519
UUJ180815.matabat2bin.312.proteins	INT_165	78.2122905027933	6.70391061452514
UUJ170523.matabat2bin.53.proteins	INT_165	81.00558659217877	6.145251396648045
UUJ180809.matabat2bin.141.decontaminated.proteins	INT_165	88.8268156424581	2.793296089385475
UUJ170412.matabat2bin.131.proteins	INT_165	88.26815642458101	4.4692737430167595
UUJ170523.matabat2bin.62.proteins	INT_165	87.70949720670392	2.793296089385475
UUJ180510.matabat2bin.37.decontaminated.proteins	INT_165	70.39106145251397	6.70391061452514
UUJ180815.matabat2bin.352.proteins	INT_165	86.03351955307262	2.793296089385475
UUJ180410.matabat2bin.5.proteins	INT_165	74.86033519553072	0.5586592178770949
UUJ170523.matabat2bin.348.proteins	INT_165	71.50837988826815	2.793296089385475
UUJ180313.matabat2bin.53.proteins	INT_165	56.42458100558659	1.675977653631285
UUJ180622.matabat2bin.14.proteins	INT_165	58.100558659217874	2.2346368715083798
UUJ170927.matabat2bin.183.proteins	INT_165	70.94972067039106	3.910614525139665
UUJ180510.matabat2bin.377.proteins	INT_165	73.18435754189944	3.35195530726257
UUJ180925.matabat2bin.22.proteins	INT_165	92.17877094972067	2.793296089385475
UUJ180802.matabat2bin.13.proteins	INT_165	94.41340782122904	6.145251396648045
UUJ170501.matabat2bin.54.proteins	INT_165	91.06145251396649	7.262569832402234
UUJ180622.matabat2bin.98.proteins	INT_165	91.62011173184358	7.82122905027933
UUJ180725.matabat2bin.329.proteins	INT_165	48.60335195530726	0.5586592178770949
UUJ180110.matabat2bin.180.proteins	INT_165	46.927374301675975	1.1173184357541899
UUJ180827.matabat2bin.431.proteins	INT_165	48.04469273743017	0.5586592178770949
UUJ180903.matabat2bin.452.proteins	INT_165	74.30167597765363	3.910614525139665
UUJ180718.matabat2bin.95.proteins	INT_165	78.2122905027933	5.58659217877095
UUJ171027.matabat2bin.182.proteins	INT_2309	NA	NA
UUJ170630.matabat2bin.185.proteins	INT_2309	NA	NA
UUJ170620.matabat2bin.388.proteins	INT_2366	NA	NA
UUJ180718.matabat2bin.313.proteins	INT_2366	NA	NA
UUJ170804.matabat2bin.338.proteins	INT_773	97.83783783783784	5.135135135135135
UUJ170620.matabat2bin.468.decontaminated.proteins	INT_773	96.48648648648648	4.054054054054054
UUJ180827.matabat2bin.5.proteins	INT_773	98.37837837837837	5.405405405405405
UUJ170612.matabat2bin.51.proteins	INT_773	94.32432432432432	4.324324324324325
019.Hokovirus.HKV1.proteins	019.Hokovirus.HKV1.proteins	NA	NA
UUJ180802.matabat2bin.78.decontaminated.proteins	INT_763	89.6103896103896	6.926406926406926
UUJ170726.matabat2bin.130.decontaminated.proteins	INT_763	83.11688311688312	9.956709956709958
UUJ170630.matabat2bin.139.proteins	INT_763	91.34199134199135	4.761904761904762
UUJ171113.matabat2bin.300.decontaminated.proteins	INT_763	72.2943722943723	3.0303030303030303
UUJ180629.matabat2bin.86.proteins	INT_763	72.2943722943723	4.761904761904762
UUJ180528.matabat2bin.84.proteins	UUJ180528.matabat2bin.84.proteins	NA	NA
076.Mythimna.separata.entomopoxvirus.proteins	INT_94	97.32142857142857	6.25
075.Amsacta.moorei.entomopoxvirus.proteins	INT_94	98.21428571428571	6.25
172.Choristoneura.rosaceana.entomopoxvirus.L.proteins	INT_94	100.0	7.142857142857143
171.Choristoneura.biennis.entomopoxvirus.proteins	INT_94	98.21428571428571	8.928571428571429
170.Adoxophyes.honmai.entomopoxvirus.L.proteins	INT_94	97.32142857142857	2.6785714285714284
077.Anomala.cuprea.entomopoxvirus.proteins	INT_94	89.28571428571429	5.357142857142857
078.Melanoplus.sanguinipes.entomopoxvirus.proteins	INT_94	84.82142857142857	3.5714285714285716
087.Heliothis.virescens.ascovirus.3f.proteins	INT_296	100.0	3.7037037037037037
088.Heliothis.virescens.ascovirus.3g.proteins	INT_296	100.0	7.407407407407407
057.Heliothis.virescens.ascovirus.3e.proteins	INT_296	98.14814814814815	3.7037037037037037
089.Heliothis.virescens.ascovirus.3h.proteins	INT_296	98.14814814814815	3.7037037037037037
090.Heliothis.virescens.ascovirus.3j.proteins	INT_296	100.0	1.8518518518518519
059.Spodoptera.frugiperda.ascovirus.1a.proteins	INT_296	87.03703703703704	5.555555555555555
058.Trichoplusia.ni.ascovirus.2c.proteins	INT_296	74.07407407407408	9.25925925925926
056.Diadromus.pulchellus.ascovirus.4a.proteins	INT_296	61.111111111111114	3.7037037037037037
UUJ170412.matabat2bin.86.proteins	INT_446	90.38461538461539	3.8461538461538463
UUM180827.matabat2bin.334.proteins	INT_446	97.11538461538461	2.8846153846153846
UUJ170626.matabat2bin.52.proteins	INT_446	98.07692307692308	2.8846153846153846
UUJ170626.matabat2bin.235.decontaminated.proteins	INT_446	68.26923076923077	5.769230769230769
UUJ180903.matabat2bin.22.proteins	INT_446	37.5	3.8461538461538463
UUM180827.matabat2bin.372.proteins	INT_567	NA	NA
UUJ180815.matabat2bin.444.proteins	INT_567	NA	NA
UUJ180622.matabat2bin.2.proteins	UUJ180622.matabat2bin.2.proteins	NA	NA
UUJ170620.matabat2bin.224.decontaminated.proteins	UUJ170620.matabat2bin.224.decontaminated.proteins	NA	NA
UUJ180725.matabat2bin.342.proteins	INT_2007	89.55223880597015	4.975124378109452
UUJ170726.matabat2bin.15.decontaminated.proteins	INT_2007	86.06965174129353	3.9800995024875623
UUJ170412.matabat2bin.225.proteins	INT_2007	74.6268656716418	2.985074626865672
UUJ180809.matabat2bin.49.proteins	INT_2007	93.03482587064677	11.442786069651742
UUJ170620.matabat2bin.369.proteins	INT_2007	77.61194029850746	3.482587064676617
UUM180827.matabat2bin.27.proteins	INT_2007	94.02985074626865	2.985074626865672
UUJ170306.matabat2bin.62.proteins	INT_2007	94.02985074626865	4.477611940298507
UUJ170927.matabat2bin.156.proteins	INT_2007	59.20398009950249	4.975124378109452
UUJ180528.matabat2bin.294.proteins	INT_2007	87.06467661691542	3.9800995024875623
UUJ180809.matabat2bin.299.proteins	INT_2007	86.56716417910448	3.482587064676617
UUJ180827.matabat2bin.4.proteins	INT_2007	94.02985074626865	1.9900497512437811
UUJ180925.matabat2bin.354.proteins	INT_2007	86.56716417910448	1.9900497512437811
UUJ171218.matabat2bin.19.proteins	INT_2007	93.03482587064677	1.9900497512437811
UUJ180815.matabat2bin.60.proteins	INT_2007	88.55721393034825	3.9800995024875623
UUF170620.matabat2bin.71.proteins	INT_2007	85.57213930348259	8.955223880597014
UUF170621.matabat2bin.92.proteins	INT_2007	86.06965174129353	2.487562189054726
UUJ180809.matabat2bin.45.proteins	INT_2007	86.56716417910448	4.975124378109452
UUJ180809.matabat2bin.181.proteins	INT_2007	70.14925373134328	1.9900497512437811
UUJ170501.matabat2bin.360.proteins	INT_2007	88.05970149253731	1.9900497512437811
UUJ170523.matabat2bin.223.proteins	INT_2007	78.1094527363184	1.9900497512437811
UUJ180110.matabat2bin.229.proteins	INT_2007	78.1094527363184	2.985074626865672
UUJ180219.matabat2bin.218.proteins	INT_2007	84.57711442786069	4.975124378109452
UUJ170501.matabat2bin.117.proteins	INT_2007	61.19402985074627	1.492537313432836
UUM180827.matabat2bin.193.proteins	INT_2007	87.56218905472637	1.9900497512437811
UUJ180802.matabat2bin.144.proteins	INT_2007	79.60199004975124	10.945273631840797
UUJ171218.matabat2bin.271.proteins	INT_2007	89.05472636815921	2.985074626865672
UUJ180510.matabat2bin.448.proteins	INT_2007	81.59203980099502	1.492537313432836
UUJ180802.matabat2bin.296.proteins	INT_2007	92.03980099502488	2.985074626865672
UUJ170523.matabat2bin.344.proteins	INT_2007	76.11940298507463	0.9950248756218906
UUJ170927.matabat2bin.350.proteins	INT_2007	92.03980099502488	3.482587064676617
UUJ171218.matabat2bin.214.proteins	INT_2007	67.66169154228855	3.482587064676617
UUJ180219.matabat2bin.139.proteins	INT_2007	91.54228855721394	2.985074626865672
UUJ180622.matabat2bin.92.proteins	INT_2007	93.03482587064677	10.447761194029852
UUJ171218.matabat2bin.197.proteins	INT_2007	90.04975124378109	4.477611940298507
UUJ180622.matabat2bin.385.proteins	INT_2007	88.05970149253731	3.482587064676617
UUJ180410.matabat2bin.110.proteins	INT_2007	75.62189054726367	1.9900497512437811
UUJ170612.matabat2bin.246.proteins	INT_2007	92.53731343283582	3.9800995024875623
UUJ180622.matabat2bin.389.proteins	INT_2007	93.53233830845771	3.482587064676617
UUJ180718.matabat2bin.136.proteins	INT_2007	96.01990049751244	1.9900497512437811
UUJ170306.matabat2bin.256.proteins	INT_2007	95.02487562189054	2.487562189054726
UUJ170626.matabat2bin.196.proteins	INT_2007	83.08457711442786	3.482587064676617
UUJ180528.matabat2bin.275.proteins	INT_2007	81.59203980099502	2.985074626865672
UUM180827.matabat2bin.35.proteins	INT_2007	87.56218905472637	2.985074626865672
UUJ170523.matabat2bin.176.proteins	INT_2007	83.08457711442786	2.487562189054726
UUF170621.matabat2bin.76.proteins	INT_2007	90.54726368159204	2.487562189054726
UUJ180219.matabat2bin.8.proteins	INT_2007	84.57711442786069	4.975124378109452
UUJ170306.matabat2bin.107.proteins	INT_2007	94.5273631840796	4.477611940298507
UUJ170927.matabat2bin.236.proteins	INT_2007	87.06467661691542	3.482587064676617
UUJ180622.matabat2bin.421.proteins	INT_2007	85.57213930348259	6.467661691542289
UUJ180827.matabat2bin.130.proteins	INT_2007	89.05472636815921	6.467661691542289
UUJ180219.matabat2bin.229.proteins	INT_2007	78.1094527363184	3.482587064676617
UUJ180110.matabat2bin.39.proteins	INT_2007	90.54726368159204	3.482587064676617
UUJ170523.matabat2bin.219.proteins	INT_2007	87.56218905472637	3.9800995024875623
UUJ180510.matabat2bin.319.proteins	INT_2007	88.55721393034825	4.477611940298507
UUJ180815.matabat2bin.354.proteins	INT_2007	90.54726368159204	0.9950248756218906
UUJ170523.matabat2bin.172.proteins	INT_2007	87.06467661691542	3.9800995024875623
UUJ170927.matabat2bin.73.proteins	INT_2007	91.04477611940298	4.477611940298507
UUJ180510.matabat2bin.329.proteins	INT_2007	94.5273631840796	7.960199004975125
UUJ180827.matabat2bin.24.proteins	INT_2007	96.01990049751244	1.492537313432836
UUJ170501.matabat2bin.264.proteins	INT_2007	97.01492537313433	0.4975124378109453
UUJ170620.matabat2bin.389.proteins	INT_2007	91.04477611940298	0.4975124378109453
UUJ170501.matabat2bin.334.proteins	INT_2007	94.02985074626865	0.4975124378109453
UUJ180827.matabat2bin.128.proteins	INT_2007	82.08955223880596	3.482587064676617
UUJ180510.matabat2bin.172.proteins	INT_2007	86.56716417910448	0.9950248756218906
UUJ180510.matabat2bin.6.proteins	INT_2007	91.54228855721394	2.985074626865672
UUJ170927.matabat2bin.21.proteins	INT_2007	88.05970149253731	2.985074626865672
UUJ170501.matabat2bin.351.proteins	INT_2007	94.5273631840796	1.9900497512437811
UUJ171218.matabat2bin.8.proteins	INT_2007	87.06467661691542	1.492537313432836
UUJ170105.matabat2bin.346.proteins	INT_2007	79.60199004975124	1.492537313432836
UUJ170927.matabat2bin.24.decontaminated.proteins	INT_2007	92.03980099502488	2.985074626865672
UUJ180219.matabat2bin.217.proteins	INT_2007	80.59701492537313	17.91044776119403
UUJ180219.matabat2bin.224.proteins	INT_2007	90.54726368159204	6.467661691542289
UUJ170501.matabat2bin.320.proteins	INT_2007	91.54228855721394	2.487562189054726
UUJ171218.matabat2bin.245.proteins	INT_2007	80.59701492537313	4.477611940298507
UUJ170927.matabat2bin.295.proteins	INT_2007	82.08955223880596	25.37313432835821
UUJ170714.matabat2bin.310.proteins	INT_2007	82.08955223880596	2.985074626865672
UUJ170523.matabat2bin.104.proteins	INT_2007	80.09950248756219	2.487562189054726
UUJ170306.matabat2bin.5.proteins	INT_2007	73.13432835820896	0.4975124378109453
UUJ180219.matabat2bin.81.proteins	INT_2007	74.6268656716418	2.985074626865672
UUJ170615.matabat2bin.291.proteins	INT_2007	81.59203980099502	5.472636815920398
UUJ170523.matabat2bin.213.proteins	INT_2007	71.14427860696517	1.9900497512437811
UUJ170620.matabat2bin.77.proteins	INT_2007	65.67164179104478	1.492537313432836
UUJ180219.matabat2bin.54.proteins	INT_2007	67.66169154228855	9.950248756218905
UUF170620.matabat2bin.302.proteins	INT_2007	59.701492537313435	5.472636815920398
UUJ170501.matabat2bin.249.proteins	INT_2007	73.13432835820896	3.482587064676617
UUJ180528.matabat2bin.26.proteins	INT_2007	63.18407960199005	2.985074626865672
UUJ170927.matabat2bin.30.proteins	INT_2007	76.11940298507463	3.9800995024875623
UUJ170927.matabat2bin.20.proteins	INT_154	91.2621359223301	3.883495145631068
UUJ170623.matabat2bin.5.proteins	INT_154	98.05825242718447	3.883495145631068
UUJ170927.matabat2bin.356.proteins	INT_154	99.02912621359224	4.854368932038835
UUM180827.matabat2bin.335.proteins	INT_154	52.42718446601942	2.912621359223301
UUJ171113.matabat2bin.330.proteins	INT_493	89.47368421052632	5.2631578947368425
UUJ170306.matabat2bin.35.proteins	INT_493	89.47368421052632	6.578947368421052
UUJ180815.matabat2bin.323.proteins	INT_493	55.26315789473684	5.2631578947368425
UUJ180725.matabat2bin.9.proteins	INT_493	96.05263157894737	6.578947368421052
UUJ180219.matabat2bin.220.decontaminated.proteins	INT_493	84.21052631578948	1.3157894736842106
UUJ180629.matabat2bin.87.decontaminated.proteins	INT_493	50.0	3.9473684210526314
UUJ180725.matabat2bin.327.proteins	INT_493	53.94736842105263	2.6315789473684212
UUJ180718.matabat2bin.374.proteins	INT_493	90.78947368421052	10.526315789473685
UUJ180622.matabat2bin.373.decontaminated.proteins	INT_493	69.73684210526316	7.894736842105263
UUJ180622.matabat2bin.97.decontaminated.proteins	INT_607	94.98069498069498	13.513513513513514
UUJ180809.matabat2bin.151.decontaminated.proteins	INT_607	90.34749034749035	8.88030888030888
UUJ180622.matabat2bin.400.decontaminated.proteins	INT_607	87.25868725868726	8.88030888030888
UUJ170412.matabat2bin.186.decontaminated.proteins	INT_607	93.43629343629344	10.038610038610038
UUJ180629.matabat2bin.22.decontaminated.proteins	INT_607	86.87258687258688	10.038610038610038
UUJ180622.matabat2bin.293.decontaminated.proteins	INT_607	91.89189189189189	9.266409266409266
UUJ180629.matabat2bin.158.decontaminated.proteins	INT_607	88.41698841698842	10.038610038610038
UUJ170726.matabat2bin.25.decontaminated.proteins	INT_607	82.62548262548262	5.019305019305019
UUJ180925.matabat2bin.270.decontaminated.proteins	INT_607	81.46718146718146	11.96911196911197
UUJ180809.matabat2bin.65.decontaminated.proteins	INT_607	91.5057915057915	10.038610038610038
UUJ180528.matabat2bin.99.decontaminated.proteins	INT_607	94.2084942084942	8.88030888030888
UUJ180925.matabat2bin.47.decontaminated.proteins	INT_607	67.56756756756756	3.474903474903475
UUJ170818.matabat2bin.295.decontaminated.proteins	INT_607	67.56756756756756	16.98841698841699
UUJ170630.matabat2bin.49.decontaminated.proteins	UUJ170630.matabat2bin.49.decontaminated.proteins	NA	NA
UUJ180802.matabat2bin.318.proteins	INT_1559	66.2251655629139	1.9867549668874172
UUJ170706.matabat2bin.203.proteins	INT_1559	92.05298013245033	5.298013245033113
UUJ180802.matabat2bin.340.proteins	INT_1559	76.82119205298014	7.947019867549669
UUJ170706.matabat2bin.87.proteins	INT_1559	87.41721854304636	8.609271523178808
UUJ170630.matabat2bin.431.decontaminated.proteins	INT_1559	84.10596026490066	8.609271523178808
UUJ180802.matabat2bin.129.proteins	INT_1559	92.05298013245033	8.609271523178808
UUM180827.matabat2bin.312.proteins	INT_1559	90.06622516556291	6.622516556291391
074.Kaumoebavirus.proteins	074.Kaumoebavirus.proteins	NA	NA
UUJ170306.matabat2bin.2.proteins	INT_1831	NA	NA
UUJ180718.matabat2bin.45.proteins	INT_1831	NA	NA
UUJ180802.matabat2bin.60.proteins	INT_250	89.26174496644295	8.724832214765101
UUJ170721.matabat2bin.326.proteins	INT_250	91.2751677852349	6.040268456375839
UUJ180809.matabat2bin.37.proteins	INT_250	89.26174496644295	7.382550335570469
UUJ180809.matabat2bin.230.proteins	INT_250	95.30201342281879	7.382550335570469
UUJ170818.matabat2bin.25.proteins	INT_250	97.31543624161074	7.382550335570469
UUJ180925.matabat2bin.56.proteins	INT_250	61.74496644295302	4.026845637583893
UUJ180802.matabat2bin.104.proteins	INT_250	96.64429530201342	8.053691275167786
UUJ170804.matabat2bin.363.proteins	INT_250	95.30201342281879	12.080536912751677
UUJ170721.matabat2bin.138.proteins	INT_250	95.30201342281879	8.053691275167786
UUJ180903.matabat2bin.486.decontaminated.proteins	INT_250	93.95973154362416	11.409395973154362
UUJ180802.matabat2bin.127.proteins	INT_250	61.74496644295302	4.697986577181208
UUJ180802.matabat2bin.168.proteins	INT_250	63.08724832214765	4.697986577181208
UUJ180903.matabat2bin.234.proteins	INT_250	66.44295302013423	3.3557046979865772
UUJ170726.matabat2bin.117.proteins	INT_250	65.1006711409396	4.026845637583893
UUJ170927.matabat2bin.164.decontaminated.proteins	INT_250	61.07382550335571	4.026845637583893
UUJ170721.matabat2bin.250.proteins	INT_250	57.718120805369125	3.3557046979865772
UUJ180622.matabat2bin.206.proteins	UUJ180622.matabat2bin.206.proteins	NA	NA
UUJ180827.matabat2bin.367.proteins	INT_794	88.94736842105263	6.315789473684211
UUJ171110.matabat2bin.235.proteins	INT_794	88.42105263157895	8.421052631578947
UUJ170620.matabat2bin.409.proteins	INT_794	67.89473684210526	2.1052631578947367
UUJ180802.matabat2bin.220.proteins	INT_794	89.47368421052632	6.842105263157895
UUJ171218.matabat2bin.339.proteins	INT_794	91.05263157894737	3.6842105263157894
UUJ170412.matabat2bin.355.proteins	INT_794	83.15789473684211	2.1052631578947367
UUJ170306.matabat2bin.207.proteins	INT_794	86.84210526315789	5.2631578947368425
UUJ180313.matabat2bin.195.proteins	INT_794	78.94736842105263	4.2105263157894735
UUJ180622.matabat2bin.283.proteins	INT_794	91.05263157894737	6.315789473684211
UUJ180802.matabat2bin.68.proteins	INT_794	71.05263157894737	4.7368421052631575
UUJ170818.matabat2bin.266.proteins	INT_794	92.63157894736842	3.1578947368421053
UUJ170105.matabat2bin.21.proteins	INT_794	94.21052631578948	3.6842105263157894
UUJ170804.matabat2bin.12.proteins	INT_794	93.6842105263158	3.1578947368421053
UUJ170818.matabat2bin.161.proteins	INT_794	90.52631578947368	2.6315789473684212
UUJ171113.matabat2bin.279.proteins	INT_794	91.57894736842105	7.894736842105263
UUJ170105.matabat2bin.86.proteins	INT_794	90.52631578947368	4.7368421052631575
UUJ170306.matabat2bin.255.proteins	INT_794	42.63157894736842	1.0526315789473684
UUJ180827.matabat2bin.247.proteins	INT_794	57.89473684210526	2.1052631578947367
UUJ170306.matabat2bin.186.proteins	INT_794	46.31578947368421	1.0526315789473684
UUJ171218.matabat2bin.316.proteins	INT_794	78.42105263157895	7.894736842105263
UUJ170721.matabat2bin.11.proteins	INT_794	82.63157894736842	1.0526315789473684
UUJ180313.matabat2bin.20.proteins	INT_794	75.26315789473684	1.5789473684210527
UUJ180802.matabat2bin.15.proteins	INT_794	86.84210526315789	1.5789473684210527
UUJ180802.matabat2bin.75.proteins	INT_794	88.42105263157895	1.5789473684210527
UUJ180313.matabat2bin.133.proteins	INT_794	80.0	7.368421052631579
UUJ180629.matabat2bin.116.proteins	INT_794	87.36842105263158	4.7368421052631575
UUJ180313.matabat2bin.30.proteins	INT_794	86.84210526315789	3.6842105263157894
UUJ180827.matabat2bin.402.proteins	INT_794	86.84210526315789	3.1578947368421053
UUJ180925.matabat2bin.358.proteins	INT_794	84.73684210526316	4.2105263157894735
UUM180827.matabat2bin.98.proteins	INT_794	87.36842105263158	6.315789473684211
UUJ170818.matabat2bin.198.proteins	INT_794	86.3157894736842	4.7368421052631575
UUJ180827.matabat2bin.46.proteins	INT_794	87.36842105263158	2.6315789473684212
UUJ180827.matabat2bin.56.proteins	INT_794	91.57894736842105	4.7368421052631575
UUJ170706.matabat2bin.145.proteins	INT_794	93.6842105263158	3.1578947368421053
UUJ170804.matabat2bin.400.proteins	INT_794	53.68421052631579	4.7368421052631575
UUJ180802.matabat2bin.182.proteins	INT_794	80.0	0.5263157894736842
UUJ180827.matabat2bin.362.proteins	INT_794	90.0	8.947368421052632
UUJ170927.matabat2bin.80.proteins	INT_794	84.21052631578948	3.1578947368421053
UUJ170714.matabat2bin.139.proteins	INT_794	92.10526315789474	7.368421052631579
UUJ170927.matabat2bin.238.proteins	INT_794	85.26315789473684	6.315789473684211
UUJ170630.matabat2bin.434.proteins	INT_794	85.26315789473684	5.7894736842105265
UUJ170412.matabat2bin.156.proteins	INT_794	76.3157894736842	2.6315789473684212
UUJ180313.matabat2bin.297.proteins	INT_794	84.73684210526316	3.1578947368421053
UUJ180219.matabat2bin.173.proteins	INT_794	78.42105263157895	4.2105263157894735
UUJ180815.matabat2bin.300.proteins	INT_794	63.68421052631579	2.6315789473684212
UUJ180802.matabat2bin.416.proteins	INT_794	58.421052631578945	0.5263157894736842
UUJ180410.matabat2bin.74.proteins	INT_794	94.21052631578948	4.2105263157894735
UUJ180410.matabat2bin.369.proteins	INT_794	91.57894736842105	20.0
UUJ180718.matabat2bin.269.proteins	INT_794	90.52631578947368	6.842105263157895
UUJ180410.matabat2bin.51.proteins	INT_794	91.57894736842105	4.7368421052631575
UUJ180925.matabat2bin.7.proteins	INT_794	91.57894736842105	2.6315789473684212
UUJ170612.matabat2bin.373.proteins	INT_794	91.05263157894737	3.6842105263157894
UUJ180925.matabat2bin.45.proteins	INT_794	77.36842105263158	3.1578947368421053
UUJ170620.matabat2bin.445.proteins	INT_794	74.21052631578948	2.1052631578947367
UUJ180110.matabat2bin.5.proteins	INT_794	86.84210526315789	5.2631578947368425
UUJ180802.matabat2bin.432.proteins	INT_794	86.3157894736842	3.6842105263157894
UUJ180528.matabat2bin.13.proteins	INT_794	85.26315789473684	3.1578947368421053
UUJ170714.matabat2bin.47.proteins	INT_794	77.36842105263158	5.2631578947368425
UUJ170714.matabat2bin.14.proteins	INT_794	84.73684210526316	9.473684210526315
UUJ170630.matabat2bin.379.proteins	INT_794	60.0	4.2105263157894735
UUJ170105.matabat2bin.313.proteins	INT_794	85.26315789473684	6.315789473684211
UUJ180410.matabat2bin.60.proteins	INT_794	80.0	6.315789473684211
UUJ180219.matabat2bin.4.proteins	INT_794	80.52631578947368	5.7894736842105265
UUJ170927.matabat2bin.330.proteins	INT_794	75.78947368421052	5.2631578947368425
UUJ180528.matabat2bin.269.proteins	INT_794	52.63157894736842	4.2105263157894735
UUJ170804.matabat2bin.93.proteins	INT_794	86.3157894736842	10.526315789473685
UUJ170620.matabat2bin.253.proteins	INT_794	78.94736842105263	13.68421052631579
UUJ170804.matabat2bin.374.proteins	INT_794	51.05263157894737	5.2631578947368425
UUJ180802.matabat2bin.328.proteins	INT_794	83.15789473684211	11.052631578947368
