
INT_2007	87	['UUJ180725.matabat2bin.342.proteins', 'UUJ170726.matabat2bin.15.decontaminated.proteins', 'UUJ170412.matabat2bin.225.proteins', 'UUJ180809.matabat2bin.49.proteins', 'UUJ170620.matabat2bin.369.proteins', 'UUM180827.matabat2bin.27.proteins', 'UUJ170306.matabat2bin.62.proteins', 'UUJ170927.matabat2bin.156.proteins', 'UUJ180528.matabat2bin.294.proteins', 'UUJ180809.matabat2bin.299.proteins', 'UUJ180827.matabat2bin.4.proteins', 'UUJ180925.matabat2bin.354.proteins', 'UUJ171218.matabat2bin.19.proteins', 'UUJ180815.matabat2bin.60.proteins', 'UUF170620.matabat2bin.71.proteins', 'UUF170621.matabat2bin.92.proteins', 'UUJ180809.matabat2bin.45.proteins', 'UUJ180809.matabat2bin.181.proteins', 'UUJ170501.matabat2bin.360.proteins', 'UUJ170523.matabat2bin.223.proteins', 'UUJ180110.matabat2bin.229.proteins', 'UUJ180219.matabat2bin.218.proteins', 'UUJ170501.matabat2bin.117.proteins', 'UUM180827.matabat2bin.193.proteins', 'UUJ180802.matabat2bin.144.proteins', 'UUJ171218.matabat2bin.271.proteins', 'UUJ180510.matabat2bin.448.proteins', 'UUJ180802.matabat2bin.296.proteins', 'UUJ170523.matabat2bin.344.proteins', 'UUJ170927.matabat2bin.350.proteins', 'UUJ171218.matabat2bin.214.proteins', 'UUJ180219.matabat2bin.139.proteins', 'UUJ180622.matabat2bin.92.proteins', 'UUJ171218.matabat2bin.197.proteins', 'UUJ180622.matabat2bin.385.proteins', 'UUJ180410.matabat2bin.110.proteins', 'UUJ170612.matabat2bin.246.proteins', 'UUJ180622.matabat2bin.389.proteins', 'UUJ180718.matabat2bin.136.proteins', 'UUJ170306.matabat2bin.256.proteins', 'UUJ170626.matabat2bin.196.proteins', 'UUJ180528.matabat2bin.275.proteins', 'UUM180827.matabat2bin.35.proteins', 'UUJ170523.matabat2bin.176.proteins', 'UUF170621.matabat2bin.76.proteins', 'UUJ180219.matabat2bin.8.proteins', 'UUJ170306.matabat2bin.107.proteins', 'UUJ170927.matabat2bin.236.proteins', 'UUJ180622.matabat2bin.421.proteins', 'UUJ180827.matabat2bin.130.proteins', 'UUJ180219.matabat2bin.229.proteins', 'UUJ180110.matabat2bin.39.proteins', 'UUJ170523.matabat2bin.219.proteins', 'UUJ180510.matabat2bin.319.proteins', 'UUJ180815.matabat2bin.354.proteins', 'UUJ170523.matabat2bin.172.proteins', 'UUJ170927.matabat2bin.73.proteins', 'UUJ180510.matabat2bin.329.proteins', 'UUJ180827.matabat2bin.24.proteins', 'UUJ170501.matabat2bin.264.proteins', 'UUJ170620.matabat2bin.389.proteins', 'UUJ170501.matabat2bin.334.proteins', 'UUJ180827.matabat2bin.128.proteins', 'UUJ180510.matabat2bin.172.proteins', 'UUJ180510.matabat2bin.6.proteins', 'UUJ170927.matabat2bin.21.proteins', 'UUJ170501.matabat2bin.351.proteins', 'UUJ171218.matabat2bin.8.proteins', 'UUJ170105.matabat2bin.346.proteins', 'UUJ170927.matabat2bin.24.decontaminated.proteins', 'UUJ180219.matabat2bin.217.proteins', 'UUJ180219.matabat2bin.224.proteins', 'UUJ170501.matabat2bin.320.proteins', 'UUJ171218.matabat2bin.245.proteins', 'UUJ170927.matabat2bin.295.proteins', 'UUJ170714.matabat2bin.310.proteins', 'UUJ170523.matabat2bin.104.proteins', 'UUJ170306.matabat2bin.5.proteins', 'UUJ180219.matabat2bin.81.proteins', 'UUJ170615.matabat2bin.291.proteins', 'UUJ170523.matabat2bin.213.proteins', 'UUJ170620.matabat2bin.77.proteins', 'UUJ180219.matabat2bin.54.proteins', 'UUF170620.matabat2bin.302.proteins', 'UUJ170501.matabat2bin.249.proteins', 'UUJ180528.matabat2bin.26.proteins', 'UUJ170927.matabat2bin.30.proteins']
INT_154	4	['UUJ170927.matabat2bin.20.proteins', 'UUJ170623.matabat2bin.5.proteins', 'UUJ170927.matabat2bin.356.proteins', 'UUM180827.matabat2bin.335.proteins']
INT_493	9	['UUJ171113.matabat2bin.330.proteins', 'UUJ170306.matabat2bin.35.proteins', 'UUJ180815.matabat2bin.323.proteins', 'UUJ180725.matabat2bin.9.proteins', 'UUJ180219.matabat2bin.220.decontaminated.proteins', 'UUJ180629.matabat2bin.87.decontaminated.proteins', 'UUJ180725.matabat2bin.327.proteins', 'UUJ180718.matabat2bin.374.proteins', 'UUJ180622.matabat2bin.373.decontaminated.proteins']
INT_607	13	['UUJ180622.matabat2bin.97.decontaminated.proteins', 'UUJ180809.matabat2bin.151.decontaminated.proteins', 'UUJ180622.matabat2bin.400.decontaminated.proteins', 'UUJ170412.matabat2bin.186.decontaminated.proteins', 'UUJ180629.matabat2bin.22.decontaminated.proteins', 'UUJ180622.matabat2bin.293.decontaminated.proteins', 'UUJ180629.matabat2bin.158.decontaminated.proteins', 'UUJ170726.matabat2bin.25.decontaminated.proteins', 'UUJ180925.matabat2bin.270.decontaminated.proteins', 'UUJ180809.matabat2bin.65.decontaminated.proteins', 'UUJ180528.matabat2bin.99.decontaminated.proteins', 'UUJ180925.matabat2bin.47.decontaminated.proteins', 'UUJ170818.matabat2bin.295.decontaminated.proteins']
UUJ170630.matabat2bin.49.decontaminated.proteins	1	['UUJ170630.matabat2bin.49.decontaminated.proteins']
INT_1559	7	['UUJ180802.matabat2bin.318.proteins', 'UUJ170706.matabat2bin.203.proteins', 'UUJ180802.matabat2bin.340.proteins', 'UUJ170706.matabat2bin.87.proteins', 'UUJ170630.matabat2bin.431.decontaminated.proteins', 'UUJ180802.matabat2bin.129.proteins', 'UUM180827.matabat2bin.312.proteins']
074.Kaumoebavirus.proteins	1	['074.Kaumoebavirus.proteins']
INT_1831	2	['UUJ170306.matabat2bin.2.proteins', 'UUJ180718.matabat2bin.45.proteins']
INT_250	16	['UUJ180802.matabat2bin.60.proteins', 'UUJ170721.matabat2bin.326.proteins', 'UUJ180809.matabat2bin.37.proteins', 'UUJ180809.matabat2bin.230.proteins', 'UUJ170818.matabat2bin.25.proteins', 'UUJ180925.matabat2bin.56.proteins', 'UUJ180802.matabat2bin.104.proteins', 'UUJ170804.matabat2bin.363.proteins', 'UUJ170721.matabat2bin.138.proteins', 'UUJ180903.matabat2bin.486.decontaminated.proteins', 'UUJ180802.matabat2bin.127.proteins', 'UUJ180802.matabat2bin.168.proteins', 'UUJ180903.matabat2bin.234.proteins', 'UUJ170726.matabat2bin.117.proteins', 'UUJ170927.matabat2bin.164.decontaminated.proteins', 'UUJ170721.matabat2bin.250.proteins']
UUJ180622.matabat2bin.206.proteins	1	['UUJ180622.matabat2bin.206.proteins']
